date,curs
2023-12-30,89.6883
2023-12-29,90.3041
2023-12-28,91.7051
2023-12-27,91.7069
2023-12-26,91.969
2023-12-23,91.9389
2023-12-22,91.7062
2023-12-21,90.4056
2023-12-20,90.087
2023-12-19,90.4162
2023-12-16,89.6966
2023-12-15,89.6741
2023-12-14,89.8926
2023-12-13,90.2158
2023-12-12,90.9846
2023-12-09,91.6402
2023-12-08,92.5654
2023-12-07,92.7826
2023-12-06,91.5823
2023-12-05,90.6728
2023-12-02,89.7619
2023-12-01,88.5819
2023-11-30,88.8841
2023-11-29,88.6102
2023-11-28,88.7045
2023-11-25,88.8133
2023-11-24,88.1206
2023-11-23,88.1648
2023-11-22,87.8701
2023-11-21,88.4954
2023-11-18,89.1237
2023-11-17,88.9466
2023-11-16,89.4565
2023-11-15,91.257
2023-11-14,92.1185
2023-11-11,92.0535
2023-11-10,91.9266
2023-11-09,92.1973
2023-11-08,92.4151
2023-11-04,93.0351
2023-11-03,93.173
2023-11-02,93.2801
2023-11-01,92.0226
2023-10-31,93.2435
2023-10-28,93.2174
2023-10-27,93.5616
2023-10-26,93.1507
2023-10-25,93.5224
2023-10-24,94.7081
2023-10-21,95.9053
2023-10-20,97.3074
2023-10-19,97.3724
2023-10-18,97.3458
2023-10-17,97.2865
2023-10-14,97.3075
2023-10-13,96.9948
2023-10-12,99.9808
2023-10-11,99.9349
2023-10-10,101.3598
2023-10-07,100.4911
2023-10-06,99.6762
2023-10-05,99.4555
2023-10-04,99.2677
2023-10-03,98.4785
2023-09-30,97.4147
2023-09-29,97.0018
2023-09-28,96.5
2023-09-27,96.2378
2023-09-26,96.1456
2023-09-23,96.0419
2023-09-22,96.0762
2023-09-21,96.6172
2023-09-20,96.2236
2023-09-19,96.6472
2023-09-16,96.6338
2023-09-15,96.1609
2023-09-14,95.9794
2023-09-13,94.7035
2023-09-12,96.5083
2023-09-09,97.9241
2023-09-08,98.1961
2023-09-07,97.8439
2023-09-06,97.5383
2023-09-05,96.6199
2023-09-02,96.3411
2023-09-01,96.3344
2023-08-31,95.9283
2023-08-30,95.707
2023-08-29,95.4717
2023-08-26,94.7117
2023-08-25,94.4007
2023-08-24,94.4421
2023-08-23,94.1185
2023-08-22,94.1424
2023-08-19,93.4047
2023-08-18,93.746
2023-08-17,96.7045
2023-08-16,97.4217
2023-08-15,101.0399
2023-08-12,98.2066
2023-08-11,97.2794
2023-08-10,97.3999
2023-08-09,96.0755
2023-08-08,96.5668
2023-08-05,94.8076
2023-08-04,93.7792
2023-08-03,92.841
2023-08-02,91.7755
2023-08-01,91.5923
2023-07-29,90.9783
2023-07-28,90.0225
2023-07-27,90.0468
2023-07-26,90.0945
2023-07-25,90.489
2023-07-22,90.3846
2023-07-21,90.8545
2023-07-20,91.2046
2023-07-19,90.6906
2023-07-18,90.4217
2023-07-15,90.119
2023-07-14,90.1757
2023-07-13,90.6253
2023-07-12,90.5045
2023-07-11,91.4931
2023-07-08,91.6879
2023-07-07,92.5695
2023-07-06,90.338
2023-07-05,89.545
2023-07-04,89.3255
2023-07-01,88.3844
2023-06-30,87.0341
2023-06-29,85.6192
2023-06-28,85.0504
2023-06-27,84.6642
2023-06-24,84.0793
2023-06-23,83.6077
2023-06-22,84.2467
2023-06-21,84.2336
2023-06-20,83.9866
2023-06-17,83.6498
2023-06-16,83.9611
2023-06-15,84.3249
2023-06-14,83.6405
2023-06-10,82.6417
2023-06-09,82.093
2023-06-08,81.4581
2023-06-07,81.2502
2023-06-06,81.3294
2023-06-03,80.8756
2023-06-02,80.9657
2023-06-01,80.9942
2023-05-31,80.6872
2023-05-30,80.0555
2023-05-27,79.9667
2023-05-26,79.9841
2023-05-25,79.9669
2023-05-24,80.1665
2023-05-23,79.9379
2023-05-20,79.9093
2023-05-19,80.0366
2023-05-18,80.7642
2023-05-17,79.9798
2023-05-16,79.1004
2023-05-13,77.2041
2023-05-12,75.8846
2023-05-11,76.6929
2023-05-06,76.8207
2023-05-05,78.6139
2023-05-04,79.3071
2023-05-03,79.9609
2023-04-29,80.5093
2023-04-28,81.5601
2023-04-27,81.6274
2023-04-26,81.5499
2023-04-25,81.2745
2023-04-22,81.4863
2023-04-21,81.6188
2023-04-20,81.6549
2023-04-19,81.6028
2023-04-18,81.6279
2023-04-15,81.5045
2023-04-14,81.6758
2023-04-13,82.0934
2023-04-12,82.1799
2023-04-11,81.7441
2023-04-08,82.3988
2023-04-07,80.6713
2023-04-06,79.4961
2023-04-05,79.3563
2023-04-04,77.951
2023-04-01,77.3233
2023-03-31,77.0863
2023-03-30,76.9781
2023-03-29,76.5939
2023-03-28,76.5662
2023-03-25,76.4479
2023-03-24,76.3072
2023-03-23,76.9561
2023-03-22,76.8373
2023-03-21,77.2422
2023-03-18,76.6044
2023-03-17,76.4095
2023-03-16,75.7457
2023-03-15,75.1927
2023-03-14,75.4609
2023-03-11,75.9406
2023-03-10,75.9028
2023-03-08,75.4577
2023-03-07,75.4728
2023-03-04,75.4592
2023-03-03,75.4729
2023-03-02,75.2513
2023-03-01,74.8932
2023-02-28,75.4323
2023-02-23,74.7087
2023-02-22,74.8596
2023-02-21,74.0432
2023-02-18,74.7588
2023-02-17,74.7638
2023-02-16,74.2077
2023-02-15,73.8645
2023-02-14,73.6307
2023-02-11,72.7923
2023-02-10,72.8949
2023-02-09,71.5763
2023-02-08,70.8924
2023-02-07,70.5991
2023-02-04,70.3847
2023-02-03,70.0414
2023-02-02,70.1217
2023-02-01,70.5174
2023-01-31,69.5927
2023-01-28,69.3372
2023-01-27,69.1263
2023-01-26,68.9573
2023-01-25,68.7529
2023-01-24,68.6288
2023-01-21,68.6656
2023-01-20,68.8467
2023-01-19,68.8728
2023-01-18,68.6644
2023-01-17,68.2892
2023-01-14,67.5744
2023-01-13,67.7775
2023-01-12,69.0202
2023-01-11,69.6094
2023-01-10,70.3002
2022-12-31,70.3375
2022-12-30,71.9778
2022-12-29,71.3261
2022-12-28,69.9346
2022-12-27,68.4487
2022-12-24,68.676
2022-12-23,72.1306
2022-12-22,70.5256
2022-12-21,69.0037
2022-12-20,66.3474
2022-12-17,64.6078
2022-12-16,64.3015
2022-12-15,63.359
2022-12-14,63.212
2022-12-13,62.7674
2022-12-10,62.3813
2022-12-09,62.5722
2022-12-08,62.9372
2022-12-07,62.9103
2022-12-06,62.1849
2022-12-03,61.7749
2022-12-02,61.1479
2022-12-01,60.8803
2022-11-30,61.0742
2022-11-29,60.752
2022-11-26,60.4797
2022-11-25,60.3866
2022-11-24,60.5043
2022-11-23,60.6566
2022-11-22,60.7379
2022-11-19,60.3741
2022-11-18,60.3894
2022-11-17,60.3484
2022-11-16,60.3116
2022-11-15,60.3982
2022-11-12,60.2179
2022-11-11,61.2434
2022-11-10,61.0611
2022-11-09,60.9774
2022-11-08,61.2367
2022-11-04,62.0955
2022-11-03,61.6175
2022-11-02,61.4275
2022-11-01,61.6229
2022-10-29,61.5343
2022-10-28,61.3589
2022-10-27,61.4277
2022-10-26,61.3326
2022-10-25,61.1629
2022-10-22,61.1958
2022-10-21,61.5018
2022-10-20,61.5905
2022-10-19,61.7032
2022-10-18,61.7634
2022-10-15,63.0558
2022-10-14,63.4917
2022-10-13,63.7559
2022-10-12,63.684
2022-10-11,62.3126
2022-10-08,61.2475
2022-10-07,60.2534
2022-10-06,59.4043
2022-10-05,58.7913
2022-10-04,57.5664
2022-10-01,55.2987
2022-09-30,57.413
2022-09-29,58.4485
2022-09-28,58.1756
2022-09-27,57.999
2022-09-24,58.1006
2022-09-23,59.8318
2022-09-22,60.8685
2022-09-21,60.0158
2022-09-20,60.1662
2022-09-17,60.0316
2022-09-16,59.6663
2022-09-15,59.7751
2022-09-14,60.0676
2022-09-13,60.4568
2022-09-10,60.4696
2022-09-09,60.801
2022-09-08,61.1814
2022-09-07,60.8544
2022-09-06,60.9033
2022-09-03,60.3713
2022-09-02,60.237
2022-09-01,60.2386
2022-08-31,60.3677
2022-08-30,60.3636
2022-08-27,60.0924
2022-08-26,59.7699
2022-08-25,59.9974
2022-08-24,59.8963
2022-08-23,59.7419
2022-08-20,59.1321
2022-08-19,59.957
2022-08-18,60.7552
2022-08-17,61.4247
2022-08-16,61.3747
2022-08-13,60.8993
2022-08-12,60.6229
2022-08-11,60.4542
2022-08-10,60.3814
2022-08-09,60.3164
2022-08-06,60.3696
2022-08-05,60.258
2022-08-04,60.2374
2022-08-03,60.1595
2022-08-02,62.0506
2022-07-30,61.3101
2022-07-29,60.2031
2022-07-28,60.2198
2022-07-27,58.6605
2022-07-26,57.7821
2022-07-23,57.3917
2022-07-22,56.4783
2022-07-21,54.8491
2022-07-20,55.437
2022-07-19,56.5616
2022-07-16,57.8323
2022-07-15,58.2568
2022-07-14,58.5322
2022-07-13,58.8541
2022-07-12,61.3045
2022-07-09,61.2664
2022-07-08,63.1427
2022-07-07,62.911
2022-07-06,58.5118
2022-07-05,55.0858
2022-07-02,53.7676
2022-07-01,52.5123
2022-06-30,51.158
2022-06-29,52.9699
2022-06-28,53.3641
2022-06-25,53.3234
2022-06-24,53.3578
2022-06-23,53.2788
2022-06-22,54.7081
2022-06-21,56.1727
2022-06-18,56.7101
2022-06-17,56.8691
2022-06-16,56.6624
2022-06-15,57.0926
2022-06-11,57.778
2022-06-10,58.3895
2022-06-09,60.2282
2022-06-08,60.9565
2022-06-07,61.1094
2022-06-04,61.9659
2022-06-03,61.575
2022-06-02,61.4733
2022-06-01,61.6069
2022-05-31,63.0975
2022-05-28,66.4029
2022-05-27,62.0495
2022-05-26,56.2996
2022-05-25,56.969
2022-05-24,58.2087
2022-05-21,58.8862
2022-05-20,62.4031
2022-05-19,63.5643
2022-05-18,63.5428
2022-05-17,63.4445
2022-05-14,63.7799
2022-05-13,65.7916
2022-05-12,68.8389
2022-05-07,67.3843
2022-05-06,66.2378
2022-05-05,69.416
2022-04-30,71.0237
2022-04-29,72.2953
2022-04-28,72.8764
2022-04-27,72.7089
2022-04-26,73.3611
2022-04-23,73.505
2022-04-22,74.999
2022-04-21,77.0809
2022-04-20,79.0287
2022-04-19,79.4529
2022-04-16,80.0437
2022-04-15,81.288
2022-04-14,79.8471
2022-04-13,79.6274
2022-04-12,79.1596
2022-04-09,74.8501
2022-04-08,76.2547
2022-04-07,82.5962
2022-04-06,83.352
2022-04-05,83.5932
2022-04-02,83.4285
2022-04-01,83.4097
2022-03-31,84.0851
2022-03-30,86.2843
2022-03-29,93.7125
2022-03-26,95.6618
2022-03-25,96.0458
2022-03-24,103.1618
2022-03-23,104.0741
2022-03-22,104.6819
2022-03-19,103.9524
2022-03-18,104.8012
2022-03-17,108.0521
2022-03-16,111.4823
2022-03-15,115.1963
2022-03-12,116.7517
2022-03-11,120.3785
2022-03-10,116.0847
2022-03-06,105.8124
2022-03-05,105.8124
2022-03-04,111.7564
2022-03-03,103.2487
2022-03-02,91.7457
2022-03-01,93.5589
2022-02-26,83.5485
2022-02-25,86.9288
2022-02-23,80.4194
2022-02-22,76.7671
2022-02-19,75.7619
2022-02-18,75.7527
2022-02-17,75.0141
2022-02-16,76.166
2022-02-15,76.5762
2022-02-12,74.9867
2022-02-11,74.7241
2022-02-10,74.8015
2022-02-09,75.3042
2022-02-08,75.6806
2022-02-05,76.0509
2022-02-04,76.6501
2022-02-03,76.4849
2022-02-02,77.1302
2022-02-01,77.4702
2022-01-29,77.8174
2022-01-28,78.947
2022-01-27,78.9437
2022-01-26,78.6422
2022-01-25,77.3649
2022-01-22,76.6903
2022-01-21,76.4408
2022-01-20,76.8697
2022-01-19,76.3347
2022-01-18,76.0404
2022-01-15,75.7668
2022-01-14,74.5686
2022-01-13,74.5277
2022-01-12,74.8355
2022-01-11,75.1315
2021-12-31,74.2926
2021-12-30,73.6514
2021-12-29,73.4959
2021-12-28,73.2329
2021-12-25,73.1886
2021-12-24,73.3583
2021-12-23,73.7901
2021-12-22,73.8206
2021-12-21,74.2947
2021-12-18,73.733
2021-12-17,73.5708
2021-12-16,73.851
2021-12-15,73.4698
2021-12-14,73.4107
2021-12-11,73.6059
2021-12-10,73.5998
2021-12-09,73.8453
2021-12-08,74.1399
2021-12-07,73.6694
2021-12-04,73.7426
2021-12-03,74.0637
2021-12-02,73.9746
2021-12-01,74.8926
2021-11-30,74.9818
2021-11-27,75.5873
2021-11-26,74.6004
2021-11-25,74.3726
2021-11-24,74.8327
2021-11-23,73.4506
2021-11-20,72.7617
2021-11-19,72.6022
2021-11-18,72.8228
2021-11-17,72.5553
2021-11-16,72.2724
2021-11-13,71.8118
2021-11-12,71.1964
2021-11-11,70.695
2021-11-10,71.2866
2021-11-09,71.3975
2021-11-04,71.4876
2021-11-03,71.4783
2021-11-02,71.0863
2021-10-30,70.52
2021-10-29,70.5207
2021-10-28,69.8104
2021-10-27,69.5526
2021-10-26,70.1345
2021-10-23,70.8623
2021-10-22,70.9904
2021-10-21,71.0555
2021-10-20,70.9674
2021-10-19,71.1714
2021-10-16,71.2371
2021-10-15,71.7846
2021-10-14,71.8577
2021-10-13,71.8801
2021-10-12,71.6373
2021-10-09,71.9882
2021-10-08,72.2854
2021-10-07,72.5682
2021-10-06,72.5686
2021-10-05,72.9239
2021-10-02,72.9215
2021-10-01,72.6642
2021-09-30,72.7608
2021-09-29,72.5083
2021-09-28,72.6613
2021-09-25,73.0081
2021-09-24,72.7245
2021-09-23,72.8806
2021-09-22,73.2067
2021-09-21,73.3315
2021-09-18,72.5602
2021-09-17,72.4329
2021-09-16,72.852
2021-09-15,72.7171
2021-09-14,73.0841
2021-09-11,72.76
2021-09-10,73.129
2021-09-09,73.4421
2021-09-08,73.1909
2021-09-07,72.9538
2021-09-04,72.8545
2021-09-03,72.8491
2021-09-02,73.1912
2021-09-01,73.2781
2021-08-31,73.5744
2021-08-28,73.9866
2021-08-27,73.9908
2021-08-26,73.7428
2021-08-25,73.9465
2021-08-24,74.0666
2021-08-21,74.364
2021-08-20,74.1503
2021-08-19,73.4633
2021-08-18,73.4753
2021-08-17,73.392
2021-08-14,73.4721
2021-08-13,73.5671
2021-08-12,73.9695
2021-08-11,73.5962
2021-08-10,73.5078
2021-08-07,73.1304
2021-08-06,73.168
2021-08-05,72.7857
2021-08-04,72.8724
2021-08-03,73.0156
2021-07-31,73.1388
2021-07-30,73.1904
2021-07-29,73.6088
2021-07-28,73.8471
2021-07-27,74.098
2021-07-24,73.7663
2021-07-23,73.6945
2021-07-22,74.4947
2021-07-21,74.491
2021-07-20,74.3463
2021-07-17,74.1656
2021-07-16,74.2197
2021-07-15,74.1236
2021-07-14,74.0589
2021-07-13,74.6336
2021-07-10,74.4675
2021-07-09,75.1952
2021-07-08,74.058
2021-07-07,73.266
2021-07-06,73.354
2021-07-03,73.6175
2021-07-02,72.9086
2021-07-01,72.7234
2021-06-30,72.3723
2021-06-29,72.1777
2021-06-26,72.1694
2021-06-25,72.326
2021-06-24,72.6671
2021-06-23,73.1661
2021-06-22,73.1987
2021-06-19,72.2216
2021-06-18,72.5048
2021-06-17,72.0323
2021-06-16,71.8318
2021-06-12,71.6797
2021-06-11,72.1974
2021-06-10,72.0829
2021-06-09,72.8256
2021-06-08,72.9294
2021-06-05,73.2721
2021-06-04,73.2636
2021-06-03,73.4979
2021-06-02,73.2411
2021-06-01,73.2965
2021-05-29,73.587
2021-05-28,73.458
2021-05-27,73.4737
2021-05-26,73.3963
2021-05-25,73.5266
2021-05-22,73.5803
2021-05-21,73.6007
2021-05-20,73.6778
2021-05-19,73.6992
2021-05-18,73.8537
2021-05-15,73.9968
2021-05-14,74.3566
2021-05-13,74.04
2021-05-12,74.1567
2021-05-08,74.1373
2021-05-07,74.577
2021-05-06,74.8617
2021-05-05,75.2567
2021-05-01,74.8451
2021-04-30,74.3823
2021-04-29,74.939
2021-04-28,74.9578
2021-04-27,74.768
2021-04-24,75.0893
2021-04-23,76.4217
2021-04-22,76.8198
2021-04-21,76.0155
2021-04-20,76.2491
2021-04-17,75.5535
2021-04-16,76.9808
2021-04-15,75.6826
2021-04-14,77.2535
2021-04-13,77.5104
2021-04-10,77.1657
2021-04-09,77.1011
2021-04-08,77.773
2021-04-07,76.3802
2021-04-06,76.6052
2021-04-03,76.0734
2021-04-02,75.8073
2021-04-01,75.6373
2021-03-31,75.7023
2021-03-30,75.8287
2021-03-27,75.7576
2021-03-26,76.1741
2021-03-25,76.1535
2021-03-24,75.3585
2021-03-23,74.6085
2021-03-20,74.139
2021-03-19,73.6582
2021-03-18,73.1019
2021-03-17,72.9619
2021-03-16,73.2317
2021-03-13,73.5081
2021-03-12,73.4996
2021-03-11,74.0393
2021-03-10,74.264
2021-03-06,74.4275
2021-03-05,73.7864
2021-03-04,73.5187
2021-03-03,74.5755
2021-03-02,74.0448
2021-02-27,74.4373
2021-02-26,73.4747
2021-02-25,73.7532
2021-02-21,73.9833
2021-02-20,73.9717
2021-02-19,73.7755
2021-02-18,73.7669
2021-02-17,73.2895
2021-02-16,73.3092
2021-02-13,73.9378
2021-02-12,73.7579
2021-02-11,73.8526
2021-02-10,74.1192
2021-02-09,74.2602
2021-02-06,75.1107
2021-02-05,75.7293
2021-02-04,76.0801
2021-02-03,75.9051
2021-02-02,75.5053
2021-01-30,76.2527
2021-01-29,76.1854
2021-01-28,75.04
2021-01-27,75.6354
2021-01-26,74.8569
2021-01-23,74.3615
2021-01-22,73.3694
2021-01-21,73.355
2021-01-20,73.7243
2021-01-19,73.9735
2021-01-16,73.5453
2021-01-15,73.7961
2021-01-14,73.5264
2021-01-13,74.2663
2021-01-12,74.5157
2021-01-01,73.8757
2020-12-31,73.8757
2020-12-30,73.6567
2020-12-29,73.7175
2020-12-26,73.6921
2020-12-25,74.8392
2020-12-24,75.4571
2020-12-23,75.3498
2020-12-22,74.6721
2020-12-19,73.3155
2020-12-18,72.9781
2020-12-17,73.4201
2020-12-16,73.4453
2020-12-15,72.9272
2020-12-12,73.1195
2020-12-11,73.7124
2020-12-10,73.3057
2020-12-09,73.6618
2020-12-08,74.2506
2020-12-05,74.2529
2020-12-04,75.1996
2020-12-03,75.6151
2020-12-02,76.3203
2020-12-01,76.1999
2020-11-28,75.8599
2020-11-27,75.4518
2020-11-26,75.4727
2020-11-25,75.8146
2020-11-24,75.76
2020-11-21,76.012
2020-11-20,76.2627
2020-11-19,75.9268
2020-11-18,76.253
2020-11-17,76.9197
2020-11-14,77.3262
2020-11-13,77.1148
2020-11-12,76.2075
2020-11-11,76.3978
2020-11-10,76.9515
2020-11-07,77.1875
2020-11-06,78.4559
2020-11-04,80.0006
2020-11-03,80.5749
2020-10-31,79.3323
2020-10-30,78.8699
2020-10-29,77.552
2020-10-28,76.4556
2020-10-27,76.4443
2020-10-24,76.4667
2020-10-23,77.0809
2020-10-22,77.0322
2020-10-21,77.778
2020-10-20,77.9241
2020-10-17,77.9644
2020-10-16,77.9461
2020-10-15,77.2759
2020-10-14,77.2855
2020-10-13,77.0239
2020-10-10,77.0284
2020-10-09,77.9157
2020-10-08,78.0921
2020-10-07,78.5119
2020-10-06,78.1281
2020-10-03,78.0915
2020-10-02,77.2774
2020-10-01,78.7847
2020-09-30,79.6845
2020-09-29,78.6713
2020-09-26,76.8195
2020-09-25,77.178
2020-09-24,76.3545
2020-09-23,76.2711
2020-09-22,76.0381
2020-09-19,75.0319
2020-09-18,75.1941
2020-09-17,74.9278
2020-09-16,75.1884
2020-09-15,74.7148
2020-09-12,74.8896
2020-09-11,75.5274
2020-09-10,76.0713
2020-09-09,75.9645
2020-09-08,75.591
2020-09-05,75.1823
2020-09-04,75.468
2020-09-03,73.8588
2020-09-02,73.5849
2020-09-01,73.8039
2020-08-29,74.6382
2020-08-28,75.2354
2020-08-27,75.5379
2020-08-26,74.5126
2020-08-25,74.4184
2020-08-22,74.0999
2020-08-21,73.7711
2020-08-20,73.2392
2020-08-19,73.4321
2020-08-18,72.9676
2020-08-15,73.2157
2020-08-14,73.6067
2020-08-13,73.2351
2020-08-12,73.1522
2020-08-11,73.775
2020-08-08,73.6376
2020-08-07,73.0397
2020-08-06,73.2806
2020-08-05,73.3806
2020-08-04,74.1586
2020-08-01,73.4261
2020-07-31,73.3633
2020-07-30,72.2348
2020-07-29,71.9196
2020-07-28,71.585
2020-07-25,71.5974
2020-07-24,70.963
2020-07-23,70.7881
2020-07-22,70.9668
2020-07-21,71.9628
2020-07-18,71.7139
2020-07-17,71.231
2020-07-16,70.7998
2020-07-15,71.1275
2020-07-14,70.7479
2020-07-11,71.2298
2020-07-10,70.88
2020-07-09,71.2379
2020-07-08,72.1719
2020-07-07,71.3409
2020-07-04,70.4999
2020-07-03,70.5198
2020-07-02,70.4413
2020-07-01,70.4413
2020-06-30,69.9513
2020-06-27,69.1284
2020-06-26,69.466
2020-06-25,68.8376
2020-06-24,68.8376
2020-06-23,69.4835
2020-06-20,69.5725
2020-06-19,69.618
2020-06-18,69.4822
2020-06-17,69.7524
2020-06-16,70.395
2020-06-12,69.1219
2020-06-11,68.6183
2020-06-10,68.6745
2020-06-09,68.3123
2020-06-06,68.6319
2020-06-05,69.0151
2020-06-04,68.3413
2020-06-03,68.9831
2020-06-02,69.7114
2020-05-30,70.752
2020-05-29,71.1012
2020-05-28,71.0635
2020-05-27,71.1408
2020-05-26,71.5962
2020-05-23,71.8804
2020-05-22,70.924
2020-05-21,72.3381
2020-05-20,72.3918
2020-05-19,72.9798
2020-05-16,73.2056
2020-05-15,73.9298
2020-05-14,73.5819
2020-05-13,73.4326
2020-05-09,73.8725
2020-05-08,74.1169
2020-05-07,73.9719
2020-05-01,72.7263
2020-04-30,73.6894
2020-04-29,74.5706
2020-04-28,74.496
2020-04-25,74.7163
2020-04-24,75.129
2020-04-23,77.0416
2020-04-22,76.2562
2020-04-21,74.6657
2020-04-18,73.9441
2020-04-17,74.7119
2020-04-16,73.7145
2020-04-15,73.315
2020-04-14,73.5245
2020-04-11,73.7515
2020-04-10,74.605
2020-04-09,75.7499
2020-04-08,75.455
2020-04-07,76.4074
2020-03-28,77.7325
2020-03-27,78.7223
2020-03-26,77.7928
2020-03-25,78.8493
2020-03-24,80.8815
2020-03-21,78.0443
2020-03-20,80.157
2020-03-19,77.2131
2020-03-18,73.8896
2020-03-17,74.1262
2020-03-14,73.1882
2020-03-13,74.0274
2020-03-12,71.472
2020-03-11,72.0208
2020-03-07,67.5175
2020-03-06,66.1854
2020-03-05,66.0784
2020-03-04,66.4437
2020-03-03,66.3274
2020-02-29,66.9909
2020-02-28,65.6097
2020-02-27,65.5177
2020-02-26,64.9213
2020-02-22,64.3008
2020-02-21,63.7413
2020-02-20,63.6873
2020-02-19,63.7698
2020-02-18,63.3085
2020-02-15,63.4536
2020-02-14,63.6016
2020-02-13,63.047
2020-02-12,63.949
2020-02-11,63.7708
2020-02-08,63.472
2020-02-07,62.7977
2020-02-06,63.1742
2020-02-05,63.4342
2020-02-04,63.9091
2020-02-01,63.1385
2020-01-31,63.0359
2020-01-30,62.3934
2020-01-29,62.8299
2020-01-28,62.338
2020-01-25,61.8031
2020-01-24,61.9515
2020-01-23,61.8343
2020-01-22,61.8552
2020-01-21,61.4654
2020-01-18,61.5333
2020-01-17,61.5694
2020-01-16,61.4328
2020-01-15,61.414
2020-01-14,60.9474
2020-01-11,61.2632
2020-01-10,61.234
2020-01-01,61.9057
